,Identifier,primer_start,primer_end,adaptor_start,adaptor_end
534,GGBKTAO02BNC2F,1,21,NA,NA
535,GGBKTAO02BNY8B,1,21,NA,NA
536,GGBKTAO02BV8DB,1,21,NA,NA
537,GGBKTAO02BRQ2T,NA,NA,NA,NA
538,GGBKTAO02BX2MW,1,21,NA,NA
539,GGBKTAO02BVI3F,1,21,NA,NA
540,GGBKTAO02BLO4Y,1,21,NA,NA
541,GGBKTAO02BNY88,1,21,NA,NA
542,GGBKTAO02BTLH0,1,21,NA,NA
543,GGBKTAO02BWN20,1,21,NA,NA
544,GGBKTAO02B1REB,1,21,NA,NA
545,GGBKTAO02BW0SR,NA,NA,NA,NA
546,GGBKTAO02BWUGZ,1,21,NA,NA
547,GGBKTAO02BPAKP,1,21,NA,NA
548,GGBKTAO02BQ739,1,21,NA,NA
549,GGBKTAO02BQCJG,1,21,NA,NA
550,GGBKTAO02BV46A,1,21,NA,NA
551,GGBKTAO02BZNK7,1,21,NA,NA
552,GGBKTAO02BW3YD,1,21,NA,NA
553,GGBKTAO02BQVGT,1,21,NA,NA
554,GGBKTAO02BZ9RP,1,21,NA,NA
555,GGBKTAO02BLIPD,1,21,NA,NA
556,GGBKTAO02BORPP,1,21,NA,NA
557,GGBKTAO02B0PKY,1,21,251,270
558,GGBKTAO02BWUIK,1,21,NA,NA
559,GGBKTAO02BW644,1,21,NA,NA
560,GGBKTAO02BUTTX,1,21,NA,NA
561,GGBKTAO02BLCFK,1,21,NA,NA
562,GGBKTAO02BSPWN,1,21,NA,NA
563,GGBKTAO02BZ3A8,1,21,NA,NA
564,GGBKTAO02BPJ58,1,21,NA,NA
565,GGBKTAO02BSV8Z,1,21,NA,NA
566,GGBKTAO02BQYNB,1,21,NA,NA
567,GGBKTAO02BORPC,1,21,NA,NA
568,GGBKTAO02BO4AU,1,21,NA,NA
569,GGBKTAO02BPDQW,1,21,NA,NA
570,GGBKTAO02BPZW5,1,21,NA,NA
571,GGBKTAO02BN5J3,1,21,NA,NA
572,GGBKTAO02BR60I,1,21,NA,NA
573,GGBKTAO02BQ4XW,1,21,NA,NA
574,GGBKTAO02BX5XE,1,21,NA,NA
575,GGBKTAO02BLR53,1,21,NA,NA
576,GGBKTAO02BOH49,1,21,NA,NA
577,GGBKTAO02BVSF7,1,21,NA,NA
578,GGBKTAO02BW98P,1,21,NA,NA
579,GGBKTAO02BWHTC,1,21,NA,NA
580,GGBKTAO02BMXCO,1,21,NA,NA
581,GGBKTAO02BO7JZ,1,21,NA,NA
582,GGBKTAO02BQSE1,1,21,NA,NA
583,GGBKTAO02B013K,1,21,NA,NA
584,GGBKTAO02BREKL,1,21,NA,NA
585,GGBKTAO02BVPFM,1,21,NA,NA
586,GGBKTAO02BOROF,1,21,NA,NA
587,GGBKTAO02BNV05,1,21,NA,NA
588,GGBKTAO02BSS25,1,21,NA,NA
589,GGBKTAO02BTLI2,1,21,NA,NA
590,GGBKTAO02BYB5P,1,21,NA,NA
591,GGBKTAO02BVYVA,1,21,NA,NA
592,GGBKTAO02BVFYH,1,21,NA,NA
593,GGBKTAO02BS5PT,1,21,NA,NA
594,GGBKTAO02BTX3C,1,21,NA,NA
595,GGBKTAO02BTX51,NA,NA,NA,NA
596,GGBKTAO02BWELI,1,21,NA,NA
597,GGBKTAO02B0FYN,1,21,NA,NA
598,GGBKTAO02BQSCP,NA,NA,NA,NA
599,GGBKTAO02BOBU3,1,21,NA,NA
600,GGBKTAO02BL703,1,21,NA,NA
601,GGBKTAO02BNGAQ,1,21,NA,NA
602,GGBKTAO02BWKXL,1,21,NA,NA
603,GGBKTAO02BZAWP,1,21,NA,NA
604,GGBKTAO02BNMLG,1,21,NA,NA
605,GGBKTAO02BXDFY,1,21,NA,NA
606,GGBKTAO02B0PKR,1,21,NA,NA
607,GGBKTAO02BLO2H,1,21,NA,NA
608,GGBKTAO02BLFJ5,1,21,NA,NA
609,GGBKTAO02BQVJI,1,21,NA,NA
610,GGBKTAO02BPJ51,1,21,NA,NA
611,GGBKTAO02BLYIQ,1,21,NA,NA
612,GGBKTAO02BZKEA,NA,NA,NA,NA
613,GGBKTAO02BL1PV,1,21,NA,NA
614,GGBKTAO02B1XOQ,1,21,NA,NA
615,GGBKTAO02B05BI,1,21,NA,NA
616,GGBKTAO02BQ4YJ,1,21,NA,NA
617,GGBKTAO02BZ0AS,1,21,NA,NA
618,GGBKTAO02BPTNQ,1,21,NA,NA
619,GGBKTAO02BTRT2,1,21,NA,NA
620,GGBKTAO02BZ3E6,1,21,NA,NA
621,GGBKTAO02BWN3F,NA,NA,NA,NA
622,GGBKTAO02BOEY7,1,21,NA,NA
623,GGBKTAO02BVFSZ,1,21,NA,NA
624,GGBKTAO02BU6D5,1,21,NA,NA
625,GGBKTAO02B1RFJ,1,21,NA,NA
626,GGBKTAO02BTOP1,1,21,NA,NA
627,GGBKTAO02BLVBB,NA,NA,NA,NA
628,GGBKTAO02BPM9M,1,21,NA,NA
629,GGBKTAO02BW64B,NA,NA,NA,NA
630,GGBKTAO02BUWXH,1,21,NA,NA
631,GGBKTAO02BUQMP,1,21,NA,NA
632,GGBKTAO02BN5HF,1,21,NA,NA
633,GGBKTAO02BYU2W,1,21,NA,NA
634,GGBKTAO02BR92V,1,21,316,335
635,GGBKTAO02BS2JZ,1,21,NA,NA
636,GGBKTAO02B1N7T,1,21,NA,NA
637,GGBKTAO02BL4VP,1,21,NA,NA
638,GGBKTAO02BX8ZC,1,21,NA,NA
639,GGBKTAO02BQ42K,1,21,NA,NA
640,GGBKTAO02BT7NB,1,21,NA,NA
641,GGBKTAO02BLLWZ,1,21,NA,NA
642,GGBKTAO02BVSJQ,1,21,NA,NA
643,GGBKTAO02BNGCD,1,21,NA,NA
644,GGBKTAO02BO4BA,1,21,NA,NA
645,GGBKTAO02BOUTT,1,21,NA,NA
646,GGBKTAO02BY1FG,1,21,NA,NA
647,GGBKTAO02BV79Y,1,21,NA,NA
648,GGBKTAO02BXJPQ,1,21,NA,NA
649,GGBKTAO02BMKOQ,1,21,NA,NA
650,GGBKTAO02BVL7V,1,21,NA,NA
651,GGBKTAO02BP6AZ,1,21,NA,NA
652,GGBKTAO02BQVLR,1,21,NA,NA
653,GGBKTAO02B0VRW,1,21,NA,NA
654,GGBKTAO02BY7Q4,1,21,NA,NA
655,GGBKTAO02BXZIF,1,21,NA,NA
656,GGBKTAO02BNPSB,1,21,301,320
657,GGBKTAO02BPTJZ,1,21,NA,NA
658,GGBKTAO02BS2MK,1,21,NA,NA
659,GGBKTAO02BTX67,1,21,NA,NA
660,GGBKTAO02BSZET,1,21,NA,NA
661,GGBKTAO02BYRXT,1,21,NA,NA
662,GGBKTAO02B0SQF,NA,NA,NA,NA
663,GGBKTAO02BWHVP,1,21,NA,NA
664,GGBKTAO02BNF7A,1,21,NA,NA
665,GGBKTAO02BUNHL,1,21,NA,NA
666,GGBKTAO02BPM9P,1,21,NA,NA
667,GGBKTAO02BMQ0W,NA,NA,NA,NA
668,GGBKTAO02BM6P7,1,21,NA,NA
669,GGBKTAO02BUG6P,1,21,NA,NA
670,GGBKTAO02BPTM9,NA,NA,NA,NA
671,GGBKTAO02BN5JV,1,21,NA,NA
672,GGBKTAO02BL4T4,1,21,NA,NA
673,GGBKTAO02BLVGN,1,21,NA,NA
674,GGBKTAO02BTLF2,NA,NA,NA,NA
675,GGBKTAO02B1XS0,1,21,NA,NA
676,GGBKTAO02BYOWA,1,21,NA,NA
677,GGBKTAO02BM6RN,1,21,NA,NA
678,GGBKTAO02BQIWA,1,21,NA,NA
679,GGBKTAO02BOBYE,NA,NA,NA,NA
680,GGBKTAO02BYU7K,1,21,NA,NA
681,GGBKTAO02BX2QG,1,21,NA,NA
682,GGBKTAO02BLYKQ,1,21,NA,NA
683,GGBKTAO02BPDT0,1,21,NA,NA
684,GGBKTAO02BQCJN,1,21,NA,NA
685,GGBKTAO02BZKH0,1,21,NA,NA
686,GGBKTAO02BY1EZ,1,21,NA,NA
687,GGBKTAO02BVIZS,1,21,NA,NA
688,GGBKTAO02BSZEP,1,21,NA,NA
689,GGBKTAO02BZ6G8,1,21,NA,NA
690,GGBKTAO02BOH8F,1,21,NA,NA
691,GGBKTAO02BMEB6,1,21,NA,NA
692,GGBKTAO02BQCH3,1,21,NA,NA
693,GGBKTAO02BV1ZJ,1,21,NA,NA
694,GGBKTAO02BU6GS,1,21,NA,NA
695,GGBKTAO02BLIQC,1,21,NA,NA
696,GGBKTAO02BTBYS,1,21,NA,NA
697,GGBKTAO02BRQ5N,1,21,NA,NA
698,GGBKTAO02BR0J2,1,21,NA,NA
699,GGBKTAO02BLLUZ,1,21,NA,NA
700,GGBKTAO02BZKFR,1,21,NA,NA
701,GGBKTAO02BO065,1,21,NA,NA
702,GGBKTAO02BNJDJ,1,21,NA,NA
703,GGBKTAO02BTUZM,1,21,NA,NA
704,GGBKTAO02BWUES,1,21,NA,NA
705,GGBKTAO02BT4G0,1,21,NA,NA
706,GGBKTAO02B1EVD,1,21,NA,NA
707,GGBKTAO02BLYJT,1,21,NA,NA
708,GGBKTAO02BM9WP,1,21,NA,NA
709,GGBKTAO02BW0O3,1,21,NA,NA
710,GGBKTAO02BUAUQ,1,21,NA,NA
711,GGBKTAO02BQ75X,NA,NA,NA,NA
712,GGBKTAO02BRA96,1,21,NA,NA
713,GGBKTAO02BLYHH,1,21,NA,NA
714,GGBKTAO02BPAKY,1,21,NA,NA
715,GGBKTAO02BOUW4,1,21,NA,NA
716,GGBKTAO02BNJF1,1,21,NA,NA
717,GGBKTAO02B0I8J,1,21,NA,NA
718,GGBKTAO02BLR7M,1,21,NA,NA
719,GGBKTAO02BM0EU,1,21,NA,NA
720,GGBKTAO02BX80Z,1,21,NA,NA
721,GGBKTAO02BM3KB,1,21,NA,NA
722,GGBKTAO02BPZWO,1,21,NA,NA
723,GGBKTAO02BM0IP,1,21,NA,NA
724,GGBKTAO02BLIQ8,1,21,NA,NA
725,GGBKTAO02BL7ZU,1,21,NA,NA
726,GGBKTAO02BXWGA,1,21,NA,NA
727,GGBKTAO02BPANZ,1,21,NA,NA
728,GGBKTAO02BNV36,1,21,NA,NA
729,GGBKTAO02BMA44,1,21,NA,NA
730,GGBKTAO02BVVLX,1,21,NA,NA
731,GGBKTAO02BV12T,1,21,299,318
732,GGBKTAO02BQFQY,1,21,NA,NA
733,GGBKTAO02BM90H,1,21,NA,NA
734,GGBKTAO02B017M,1,21,NA,NA
735,GGBKTAO02BUNFW,1,21,NA,NA
736,GGBKTAO02BQVHI,1,21,NA,NA
737,GGBKTAO02BR91U,1,21,NA,NA
738,GGBKTAO02BYIIH,1,21,NA,NA
739,GGBKTAO02BW960,1,21,NA,NA
740,GGBKTAO02BZW2H,1,21,NA,NA
741,GGBKTAO02BPJ5D,1,21,NA,NA
742,GGBKTAO02BPTOL,1,21,NA,NA
743,GGBKTAO02B1ETC,1,21,NA,NA
744,GGBKTAO02BX5SU,1,21,NA,NA
745,GGBKTAO02BPAPT,1,21,NA,NA
746,GGBKTAO02BS8U9,1,21,NA,NA
747,GGBKTAO02BOOK6,1,21,NA,NA
748,GGBKTAO02BORPG,1,21,NA,NA
749,GGBKTAO02BZ3FR,1,21,NA,NA
750,GGBKTAO02BTOQW,1,21,NA,NA
751,GGBKTAO02BMHLE,1,21,NA,NA
752,GGBKTAO02BVSIR,1,21,NA,NA
753,GGBKTAO02BR3QY,1,21,NA,NA
754,GGBKTAO02BW62R,1,21,NA,NA
755,GGBKTAO02BRUBD,1,21,NA,NA
756,GGBKTAO02BTID0,1,21,NA,NA
757,GGBKTAO02BPANI,1,21,NA,NA
758,GGBKTAO02BN8SU,1,21,NA,NA
759,GGBKTAO02BS8U6,1,21,NA,NA
760,GGBKTAO02BRN1Z,1,21,NA,NA
761,GGBKTAO02BLFI6,1,21,NA,NA
762,GGBKTAO02BNSXY,1,21,NA,NA
763,GGBKTAO02BZTWK,1,21,NA,NA
764,GGBKTAO02BRT96,1,21,NA,NA
765,GGBKTAO02BS5SE,1,21,NA,NA
766,GGBKTAO02BXS73,1,21,NA,NA
767,GGBKTAO02BXMY6,1,21,NA,NA
768,GGBKTAO02BNY90,1,21,NA,NA
769,GGBKTAO02BWEOL,1,21,NA,NA
770,GGBKTAO02BQIVK,1,21,NA,NA
771,GGBKTAO02BPDV2,1,21,NA,NA
772,GGBKTAO02BUQMA,1,21,NA,NA
773,GGBKTAO02BLVFU,1,21,NA,NA
774,GGBKTAO02B1OBM,1,21,NA,NA
775,GGBKTAO02BNY6J,1,21,NA,NA
776,GGBKTAO02BOBVD,1,21,NA,NA
777,GGBKTAO02BMA6R,1,21,NA,NA
778,GGBKTAO02BNF9W,1,21,NA,NA
779,GGBKTAO02BWEOA,1,21,NA,NA
780,GGBKTAO02BRA9O,1,21,NA,NA
781,GGBKTAO02BVCPX,1,21,NA,NA
782,GGBKTAO02BMEEX,1,21,NA,NA
783,GGBKTAO02BRKSP,1,21,NA,NA
784,GGBKTAO02BPNAA,1,21,NA,NA
785,GGBKTAO02BO7HO,1,21,NA,NA
786,GGBKTAO02BTOLN,1,21,NA,NA
787,GGBKTAO02BREKU,1,21,NA,NA
788,GGBKTAO02B1N9I,1,21,NA,NA
789,GGBKTAO02BW3YL,1,21,NA,NA
790,GGBKTAO02BVPE7,1,21,319,338
791,GGBKTAO02BTUXI,1,21,NA,NA
792,GGBKTAO02BPZ0I,1,21,NA,NA
793,GGBKTAO02BLFLR,1,21,NA,NA
794,GGBKTAO02BUTP6,1,21,NA,NA
795,GGBKTAO02BQ40I,1,21,NA,NA
796,GGBKTAO02BUWZT,1,21,NA,NA
797,GGBKTAO02BZTUG,1,21,NA,NA
798,GGBKTAO02BLR5L,1,21,NA,NA
799,GGBKTAO02BUQLK,1,21,NA,NA
800,GGBKTAO02B0MCR,1,21,NA,NA
801,GGBKTAO02BUARC,1,21,NA,NA
802,GGBKTAO02BREGS,1,21,NA,NA
803,GGBKTAO02BRKSF,1,21,NA,NA
804,GGBKTAO02BSMPD,1,21,NA,NA
805,GGBKTAO02BN5IU,1,21,NA,NA
806,GGBKTAO02BV44S,1,21,NA,NA
807,GGBKTAO02BR3P3,1,21,NA,NA
808,GGBKTAO02BPALD,1,21,NA,NA
809,GGBKTAO02B0FY0,1,21,NA,NA
810,GGBKTAO02BNV1X,1,21,NA,NA
811,GGBKTAO02BY4NT,1,21,NA,NA
812,GGBKTAO02BSPVS,1,21,NA,NA
813,GGBKTAO02BVFVR,1,21,NA,NA
814,GGBKTAO02B0VVA,1,21,NA,NA
815,GGBKTAO02BSSZU,NA,NA,NA,NA
816,GGBKTAO02BRXIW,1,21,NA,NA
817,GGBKTAO02BTIAR,1,21,NA,NA
818,GGBKTAO02BU6C5,1,21,NA,NA
819,GGBKTAO02BMQX6,1,21,NA,NA
820,GGBKTAO02BO7FS,1,21,NA,NA
821,GGBKTAO02BWHVI,1,21,NA,NA
822,GGBKTAO02BN2FA,1,21,NA,NA
823,GGBKTAO02BPM9X,1,21,NA,NA
824,GGBKTAO02BQ76C,1,21,NA,NA
825,GGBKTAO02BU9MI,1,21,NA,NA
826,GGBKTAO02BSC7O,1,21,NA,NA
827,GGBKTAO02BN5MC,1,21,NA,NA
828,GGBKTAO02BQO53,1,21,NA,NA
829,GGBKTAO02BNPS3,1,21,NA,NA
830,GGBKTAO02BUAVI,1,21,NA,NA
831,GGBKTAO02BXZL4,1,21,NA,NA
832,GGBKTAO02BXTAC,1,21,NA,NA
833,GGBKTAO02BQCLZ,1,21,NA,NA
834,GGBKTAO02BXWBG,1,21,NA,NA
835,GGBKTAO02BOUSH,1,21,NA,NA
836,GGBKTAO02BWUHJ,1,21,NA,NA
837,GGBKTAO02BW97K,1,21,NA,NA
838,GGBKTAO02BPWQC,1,21,NA,NA
839,GGBKTAO02BNMMP,1,21,NA,NA
840,GGBKTAO02BQ4ZW,1,21,NA,NA
841,GGBKTAO02B1K2J,1,21,NA,NA
842,GGBKTAO02BSGG3,1,21,NA,NA
843,GGBKTAO02BM6TW,1,21,NA,NA
844,GGBKTAO02BXWFY,1,21,NA,NA
845,GGBKTAO02BSPYC,1,21,NA,NA
846,GGBKTAO02B1BLE,1,21,NA,NA
847,GGBKTAO02BR0PB,1,21,NA,NA
848,GGBKTAO02BPDSV,1,21,NA,NA
849,GGBKTAO02BWBIZ,1,21,NA,NA
850,GGBKTAO02BTLJD,1,21,NA,NA
851,GGBKTAO02BUJ7W,1,21,NA,NA
852,GGBKTAO02BPJ5G,1,21,NA,NA
853,GGBKTAO02BQ1SL,1,21,NA,NA
854,GGBKTAO02BZQQ6,1,21,NA,NA
855,GGBKTAO02BW3WK,1,21,NA,NA
856,GGBKTAO02BQSEH,1,21,NA,NA
857,GGBKTAO02BXP21,1,21,NA,NA
858,GGBKTAO02B133B,1,21,NA,NA
859,GGBKTAO02BN2EV,1,21,NA,NA
860,GGBKTAO02BRXEB,1,21,NA,NA
861,GGBKTAO02BMT8I,1,21,NA,NA
862,GGBKTAO02BMT29,1,21,NA,NA
863,GGBKTAO02BUD0G,1,21,NA,NA
864,GGBKTAO02BTB0O,1,21,NA,NA
865,GGBKTAO02BO06M,1,21,NA,NA
866,GGBKTAO02BXJR5,1,21,NA,NA
867,GGBKTAO02BNF70,1,21,NA,NA
868,GGBKTAO02BZ3DD,1,21,NA,NA
869,GGBKTAO02BWN2K,NA,NA,NA,NA
870,GGBKTAO02BQFNX,1,21,NA,NA
871,GGBKTAO02BXS86,1,21,NA,NA
872,GGBKTAO02BVPEF,1,21,NA,NA
873,GGBKTAO02BT1BR,1,21,NA,NA
874,GGBKTAO02BLLYG,1,21,NA,NA
875,GGBKTAO02BO4DV,1,21,NA,NA
876,GGBKTAO02B1329,1,21,NA,NA
877,GGBKTAO02BL1M3,1,21,NA,NA
878,GGBKTAO02BYOT1,1,21,NA,NA
879,GGBKTAO02BS5RT,1,21,NA,NA
880,GGBKTAO02BR0K4,1,21,NA,NA
881,GGBKTAO02BU6GZ,1,21,NA,NA
882,GGBKTAO02BSV7W,1,21,NA,NA
883,GGBKTAO02BNSWR,1,21,NA,NA
884,GGBKTAO02BUWY7,1,21,NA,NA
885,GGBKTAO02BPAKL,1,21,NA,NA
886,GGBKTAO02BXP24,1,21,NA,NA
887,GGBKTAO02BN8N8,1,21,NA,NA
888,GGBKTAO02BOX1S,1,21,NA,NA
889,GGBKTAO02BREHP,1,21,NA,NA
890,GGBKTAO02BPTMP,1,21,NA,NA
891,GGBKTAO02BXS47,1,21,NA,NA
892,GGBKTAO02BZ9QQ,1,21,NA,NA
893,GGBKTAO02BOBVJ,1,21,NA,NA
894,GGBKTAO02BXJNT,1,21,NA,NA
895,GGBKTAO02BXJO5,1,21,NA,NA
896,GGBKTAO02BVVQA,1,21,NA,NA
897,GGBKTAO02BN2G0,NA,NA,NA,NA
898,GGBKTAO02BR950,1,21,NA,NA
899,GGBKTAO02BTRT9,1,21,NA,NA
900,GGBKTAO02BSJLS,1,21,NA,NA
901,GGBKTAO02BWQ8I,NA,NA,NA,NA
902,GGBKTAO02BL7Z6,1,21,NA,NA
903,GGBKTAO02B0PHQ,1,21,NA,NA
904,GGBKTAO02BZAYY,1,21,NA,NA
905,GGBKTAO02BUWYV,NA,NA,NA,NA
906,GGBKTAO02B1XRI,1,21,NA,NA
907,GGBKTAO02BPDQO,1,21,NA,NA
908,GGBKTAO02BSMRI,1,21,NA,NA
909,GGBKTAO02BQ1R0,1,21,NA,NA
910,GGBKTAO02BWXOA,1,21,316,335
911,GGBKTAO02BW3YS,1,21,NA,NA
912,GGBKTAO02BVVMW,1,21,NA,NA
913,GGBKTAO02BU9JZ,1,21,NA,NA
914,GGBKTAO02BP25Q,1,21,NA,NA
915,GGBKTAO02BORON,1,21,NA,NA
916,GGBKTAO02B1RH4,1,21,NA,NA
917,GGBKTAO02BY4LA,1,21,NA,NA
918,GGBKTAO02B1326,1,21,NA,NA
919,GGBKTAO02BNY77,1,21,NA,NA
920,GGBKTAO02BP9E8,1,21,NA,NA
921,GGBKTAO02BMA5H,1,21,NA,NA
922,GGBKTAO02BMA8M,1,21,NA,NA
923,GGBKTAO02BSS3Y,1,21,NA,NA
924,GGBKTAO02B133F,1,21,NA,NA
925,GGBKTAO02BTLH2,1,21,298,317
926,GGBKTAO02BSZGF,1,21,NA,NA
927,GGBKTAO02BX2QC,1,21,NA,NA
928,GGBKTAO02BP9FU,1,21,NA,NA
929,GGBKTAO02BQSC9,1,21,NA,NA
930,GGBKTAO02BPNC1,1,21,NA,NA
931,GGBKTAO02BNGAB,1,21,NA,NA
932,GGBKTAO02BLVER,1,21,NA,NA
933,GGBKTAO02BVSKG,1,21,NA,NA
934,GGBKTAO02BQFSH,NA,NA,NA,NA
935,GGBKTAO02BUJ8G,1,21,NA,NA
936,GGBKTAO02BU9K8,1,21,NA,NA
937,GGBKTAO02BWK08,1,21,NA,NA
938,GGBKTAO02BUNGK,1,21,NA,NA
939,GGBKTAO02BOBT5,1,21,NA,NA
940,GGBKTAO02BZ6K4,1,21,318,337
941,GGBKTAO02BWEOP,1,21,NA,NA
942,GGBKTAO02B1ETG,1,21,NA,NA
943,GGBKTAO02BU9KC,1,21,NA,NA
944,GGBKTAO02BOXZQ,1,21,NA,NA
945,GGBKTAO02BUTQJ,1,21,NA,NA
946,GGBKTAO02BWHR4,1,21,NA,NA
947,GGBKTAO02BO4AZ,1,21,NA,NA
948,GGBKTAO02B0CTV,1,21,NA,NA
949,GGBKTAO02BQO7F,1,21,NA,NA
950,GGBKTAO02BO7HW,1,21,NA,NA
951,GGBKTAO02BQ74C,1,21,298,317
952,GGBKTAO02BQSEK,1,21,NA,NA
953,GGBKTAO02B0SNK,1,21,NA,NA
954,GGBKTAO02BLCF9,1,21,NA,NA
955,GGBKTAO02BQ1UH,1,21,NA,NA
956,GGBKTAO02BPQE7,1,21,NA,NA
957,GGBKTAO02BZNK3,1,21,NA,NA
958,GGBKTAO02BVFV4,1,21,NA,NA
959,GGBKTAO02BY7RJ,1,21,NA,NA
960,GGBKTAO02BVYUD,1,21,NA,NA
961,GGBKTAO02BLFLE,1,21,NA,NA
962,GGBKTAO02BMA7C,1,21,NA,NA
963,GGBKTAO02BOH9E,1,21,NA,NA
964,GGBKTAO02BMKPC,1,21,NA,NA
965,GGBKTAO02BTUZS,1,21,NA,NA
966,GGBKTAO02BPJ4Y,1,21,NA,NA
967,GGBKTAO02B1RG8,1,21,NA,NA
968,GGBKTAO02BSGCY,1,21,NA,NA
969,GGBKTAO02BWN40,1,21,NA,NA
970,GGBKTAO02BXJPC,1,21,NA,NA
971,GGBKTAO02BNGBL,1,21,NA,NA
972,GGBKTAO02BVI11,1,21,NA,NA
973,GGBKTAO02BOH85,1,21,NA,NA
974,GGBKTAO02BT1D0,1,21,NA,NA
975,GGBKTAO02BXMWJ,1,21,317,336
976,GGBKTAO02BZAY6,1,21,NA,NA
977,GGBKTAO02BYOVA,1,21,NA,NA
978,GGBKTAO02BL4WY,1,21,NA,NA
979,GGBKTAO02BMA4K,1,21,NA,NA
980,GGBKTAO02BXDDE,1,21,NA,NA
981,GGBKTAO02BMD97,NA,NA,NA,NA
982,GGBKTAO02BRHPB,1,21,NA,NA
983,GGBKTAO02BUATG,1,21,NA,NA
984,GGBKTAO02BXGNH,1,21,NA,NA
985,GGBKTAO02BSS0U,1,21,NA,NA
986,GGBKTAO02BMQ1V,1,21,360,379
987,GGBKTAO02BXZH2,1,21,NA,NA
988,GGBKTAO02BQO5M,1,21,NA,NA
989,GGBKTAO02BNC1Z,1,21,NA,NA
990,GGBKTAO02BUZ2I,1,21,NA,NA
991,GGBKTAO02BOBWG,1,21,NA,NA
992,GGBKTAO02BN5JZ,1,21,NA,NA
993,GGBKTAO02BMQZQ,1,21,NA,NA
994,GGBKTAO02BR3RZ,1,21,NA,NA
995,GGBKTAO02BUWZI,1,21,NA,NA
996,GGBKTAO02BNZAZ,1,21,NA,NA
997,GGBKTAO02BV47O,1,21,NA,NA
998,GGBKTAO02BNSVC,1,21,NA,NA
999,GGBKTAO02BNY7R,1,21,NA,NA
1000,GGBKTAO02BMQW5,1,21,NA,NA
1001,GGBKTAO02BWXJA,1,21,NA,NA
1002,GGBKTAO02B132Y,1,21,NA,NA
1003,GGBKTAO02BPDQ3,1,21,NA,NA
1004,GGBKTAO02BNC4L,1,21,NA,NA
1005,GGBKTAO02B1UKS,1,21,NA,NA
1006,GGBKTAO02BXJQU,1,21,NA,NA
1007,GGBKTAO02BM3M1,1,21,NA,NA
1008,GGBKTAO02BQIT8,1,21,NA,NA
1009,GGBKTAO02B1K23,1,21,NA,NA
1010,GGBKTAO02B0CUZ,1,21,NA,NA
1011,GGBKTAO02BQCI1,1,21,NA,NA
1012,GGBKTAO02BTONG,1,21,NA,NA
1013,GGBKTAO02BWHSS,1,21,NA,NA
1014,GGBKTAO02BQ1U2,1,21,NA,NA
1015,GGBKTAO02BTRVB,1,21,NA,NA
1016,GGBKTAO02BQL3U,NA,NA,NA,NA
1017,GGBKTAO02BYR14,1,21,NA,NA
1018,GGBKTAO02B0139,1,21,NA,NA
1019,GGBKTAO02BXAAN,1,21,NA,NA
1020,GGBKTAO02BSMQB,1,21,NA,NA
1021,GGBKTAO02BVSK5,1,21,NA,NA
1022,GGBKTAO02BU6EQ,1,21,NA,NA
1023,GGBKTAO02BQ1XM,1,21,NA,NA
1024,GGBKTAO02BO7E0,1,21,NA,NA
1025,GGBKTAO02BLFLZ,1,21,NA,NA
1026,GGBKTAO02BRNWQ,1,21,NA,NA
1027,GGBKTAO02B0F20,1,21,NA,NA
1028,GGBKTAO02BXS82,1,21,NA,NA
1029,GGBKTAO02BZTXL,1,21,NA,NA
1030,GGBKTAO02BLCF5,1,21,NA,NA
1031,GGBKTAO02BVVPK,1,21,NA,NA
1032,GGBKTAO02BOUUV,1,21,NA,NA
1033,GGBKTAO02B10W1,1,21,NA,NA
1034,GGBKTAO02BUKAY,1,21,NA,NA
1035,GGBKTAO02BMXB7,1,21,NA,NA
1036,GGBKTAO02BY4K1,1,21,NA,NA
1037,GGBKTAO02BRHOR,1,21,NA,NA
1038,GGBKTAO02BXMX9,1,21,NA,NA
1039,GGBKTAO02BTRTA,1,21,NA,NA
1040,GGBKTAO02B015X,1,21,NA,NA
1041,GGBKTAO02BVL67,1,21,NA,NA
1042,GGBKTAO02BLR62,1,21,NA,NA
1043,GGBKTAO02BM3MD,1,21,NA,NA
1044,GGBKTAO02BM3L9,1,21,NA,NA
1045,GGBKTAO02BYB4T,1,21,NA,NA
1046,GGBKTAO02B0YZQ,1,21,NA,NA
1047,GGBKTAO02BPGYF,1,21,NA,NA
1048,GGBKTAO02BORM0,1,21,NA,NA
1049,GGBKTAO02BYOQ5,1,21,NA,NA
1050,GGBKTAO02BMKN9,1,21,NA,NA
1051,GGBKTAO02BSV7F,NA,NA,NA,NA
1052,GGBKTAO02BVYVX,1,21,NA,NA
1053,GGBKTAO02BVCQ9,1,21,NA,NA
1054,GGBKTAO02BQVJA,1,21,NA,NA
1055,GGBKTAO02BYLMW,1,21,NA,NA
1056,GGBKTAO02BNC3V,1,21,NA,NA
1057,GGBKTAO02BYB4M,1,21,NA,NA
1058,GGBKTAO02BTX8E,1,21,NA,NA
1059,GGBKTAO02BTE4I,1,21,NA,NA
1060,GGBKTAO02B0PIT,1,21,NA,NA
1061,GGBKTAO02BP9GJ,1,21,NA,NA
1062,GGBKTAO02BVSGB,1,21,NA,NA
1063,GGBKTAO02B1344,1,21,NA,NA
1064,GGBKTAO02BWUHC,1,21,NA,NA
1065,GGBKTAO02BVSGT,1,21,NA,NA
1066,GGBKTAO02BYFAU,1,21,NA,NA
1067,GGBKTAO02BYLQG,1,21,NA,NA
